OBJECTID,NUMERO_ORDINE,TECNICO,DATA_PRELIVEO,SPECIE,LATITUDINE,LONGITUDINE,CULTIVAR,RISULTATO,COMUNE
"17,342","6,516",SCAR-LOR,03/06/2014 00:00:00,OLIVO,40.41716667,17.57872222,****,NEGATIVO,MANDURIA
"17,343","6,517",SCAR-LOR,03/06/2014 00:00:00,OLEANDRO,40.41983333,17.56994444,****,NEGATIVO,SAVA
"17,344","6,518",SCAR-LOR,03/06/2014 00:00:00,OLIVO,40.39038889,17.55600000,****,NEGATIVO,SAVA
"17,345","6,519",SCAR-LOR,03/06/2014 00:00:00,OLIVO,40.38766667,17.55738889,****,NEGATIVO,SAVA
"17,346","6,520",SCAR-LOR,03/06/2014 00:00:00,OLIVO,40.38805556,17.55900000,****,NEGATIVO,SAVA
"17,347","6,521",SCAR-LOR,03/06/2014 00:00:00,OLEANDRO,40.39238889,17.55669444,****,NEGATIVO,SAVA
"17,348","6,522",SCAR-LOR,03/06/2014 00:00:00,OLIVO,40.38500000,17.55630556,****,NEGATIVO,SAVA
"17,349","6,523",SCAR-LOR,03/06/2014 00:00:00,OLIVO,40.38472222,17.55161111,****,NEGATIVO,SAVA
"17,350","6,524",SCAR-LOR,03/06/2014 00:00:00,OLIVO,40.38294444,17.54711111,****,NEGATIVO,SAVA
"17,351","6,525",SCAR-LOR,03/06/2014 00:00:00,OLIVO,40.37994444,17.54713889,****,NEGATIVO,SAVA
"17,352","6,526",SCAR-LOR,03/06/2014 00:00:00,OLIVO,40.38505556,17.54766667,****,NEGATIVO,SAVA
"17,353","6,527",SCAR-LOR,03/06/2014 00:00:00,****,40.38686111,17.54755556,****,NEGATIVO,SAVA
"17,354","6,528",SCAR-LOR,03/06/2014 00:00:00,OLIVO,40.38455556,17.54327778,****,NEGATIVO,SAVA
"17,355","6,529",SCAR-LOR,03/06/2014 00:00:00,OLEANDRO,40.38169444,17.55955556,****,NEGATIVO,SAVA
"17,356","6,530",SCAR-LOR,03/06/2014 00:00:00,OLIVO,40.37483333,17.56127778,****,NEGATIVO,SAVA
"17,358","6,533",MZZ ,03/07/2014 00:00:00,OLIVO,40.21750000,17.97888889,CELLINA,NEGATIVO,NARDO'
"17,359","6,534",MZZ ,03/07/2014 00:00:00,MALVA,40.21750000,17.97888889,MALVA,NEGATIVO,NARDO'
"17,360","6,535",MZZ ,03/07/2014 00:00:00,OLIVO,40.21388889,17.97444444,OGLIAROLA,NEGATIVO,NARDO'
"17,361","6,536",MZZ ,03/07/2014 00:00:00,MANDORLO,40.21527778,17.98083333,MANDORLO,NEGATIVO,NARDO'
"17,362","6,537",MZZ ,03/07/2014 00:00:00,OLIVO,40.21277778,17.98750000,CELLINA,NEGATIVO,NARDO'
"17,363","6,538",MZZ ,03/07/2014 00:00:00,OLIVO,40.21388889,17.98666667,CELLINA,NEGATIVO,NARDO'
"17,364","6,539",MZZ ,03/07/2014 00:00:00,OLIVO,40.21055556,17.98805556,CELLINA,NEGATIVO,NARDO'
"17,365","6,540",MZZ ,03/07/2014 00:00:00,OLIVO,40.20777778,17.99222222,CELLINA,NEGATIVO,NARDO'
"17,333","6,178",SCAR-IAC,02/25/2014 00:00:00,OLIVO,40.26263889,18.06580556,****,NEGATIVO,COPERTINO
"17,334","6,179",SCAR-IAC,02/25/2014 00:00:00,OLIVO,40.25933333,18.06066667,****,NEGATIVO,COPERTINO
"17,070","6,051",ARGVER,03/11/2014 00:00:00,OLIVO,40.42697222,18.17091667,CELLINA,NEGATIVO,LECCE
"17,071","6,052",ARGVER,03/11/2014 00:00:00,OLIVO,40.42752778,18.17008333,CELLINA,NEGATIVO,LECCE
"17,072","6,053",ARGVER,03/11/2014 00:00:00,OLEANDRO,40.42530556,18.17277778,****,NEGATIVO,LECCE
"17,073","6,055",ARGVER,03/11/2014 00:00:00,OLIVO,40.42708333,18.17469444,CELLINA,NEGATIVO,LECCE
"17,074","6,056",ARGVER,03/11/2014 00:00:00,OLIVO,40.42738889,18.17463889,CELLINA,NEGATIVO,LECCE
"17,075","6,057",ARGVER,03/11/2014 00:00:00,OLIVO,40.42775000,18.17461111,CELLINA,NEGATIVO,LECCE
"17,076","6,448",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.43341667,17.59258333,CELLINA,NEGATIVO,MANDURIA
"17,077","6,449",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.42988889,17.59300000,****,NEGATIVO,MANDURIA
"17,078","6,450",Scar-Lor,03/05/2014 00:00:00,OLEANDRO,40.42897222,17.59355556,****,NEGATIVO,MANDURIA
"17,079","6,451",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.42569444,17.59811111,CELLINA,NEGATIVO,MANDURIA
"17,080","6,452",MRC-TNL,03/05/2014 00:00:00,OLEANDRO,40.14194444,18.14888889,****,NEGATIVO,CUTROFIANO
"17,081","6,453",MRC-TNL,03/05/2014 00:00:00,OLIVO,40.14166667,18.14444444,CELLINA,NEGATIVO,CUTROFIANO
"17,083","6,455",MRC-TNL,03/05/2014 00:00:00,MALVA,40.13027778,18.14722222,****,NEGATIVO,CUTROFIANO
"17,084","6,456",MRC-TNL,03/05/2014 00:00:00,OLEANDRO,40.12888889,18.14305556,****,NEGATIVO,ARADEO
"17,085","6,457",MRC-TNL,03/05/2014 00:00:00,MALVA,40.13833333,18.13861111,****,NEGATIVO,ARADEO
"17,086","6,459",MRC-TNL,03/05/2014 00:00:00,OLIVO,40.13916667,18.14361111,OGLIAROLA,NEGATIVO,ARADEO
"17,087","6,460",MRC-TNL,03/05/2014 00:00:00,OLIVO,40.13694444,18.14444444,CELLINA,NEGATIVO,ARADEO
"17,088","6,461",MRC-TNL,03/05/2014 00:00:00,OLIVO,40.13833333,18.14805556,CELLINA,NEGATIVO,CUTROFIANO
"17,089","6,462",MRC-TNL,03/05/2014 00:00:00,OLIVO,40.13861111,18.15083333,OGLIAROLA,NEGATIVO,CUTROFIANO
"17,090","6,463",MRC-TNL,03/05/2014 00:00:00,OLIVO,40.11833333,18.13972222,CELLINA,NEGATIVO,ARADEO
"17,091","6,464",MRC-TNL,03/05/2014 00:00:00,OLEANDRO,40.11916667,18.13944444,****,NEGATIVO,ARADEO
"17,092","6,465",MRC-TNL,03/05/2014 00:00:00,MALVA,40.11916667,18.13944444,****,NEGATIVO,ARADEO
"17,093","6,466",MRC-TNL,03/05/2014 00:00:00,MALVA,40.11722222,18.14583333,****,NEGATIVO,ARADEO
"17,094","6,467",MRC-TNL,03/05/2014 00:00:00,OLIVO,40.11333333,18.14666667,CELLINA,NEGATIVO,NEVIANO
"17,096","6,469",MRC-TNL,03/05/2014 00:00:00,OLIVO,40.10555556,18.14666667,CELLINA,NEGATIVO,NEVIANO
"17,097","6,470",MRC-TNL,03/05/2014 00:00:00,OLIVO,40.10138889,18.14611111,CELLINA,NEGATIVO,NEVIANO
"17,098","6,471",MRC-TNL,03/05/2014 00:00:00,OLIVO,40.10083333,18.14472222,OGLIAROLA,NEGATIVO,NEVIANO
"17,099","6,472",MRC-TNL,03/05/2014 00:00:00,OLEANDRO,40.10083333,18.14472222,****,NEGATIVO,NEVIANO
"17,067","6,048",ARGVER,03/11/2014 00:00:00,OLIVO,40.42600000,18.17238889,CELLINA,NEGATIVO,LECCE
"17,068","6,049",ARGVER,03/11/2014 00:00:00,OLIVO,40.42605556,18.17141667,CELLINA,NEGATIVO,LECCE
"17,101","6,474",MRC-TNL,03/05/2014 00:00:00,OLIVO,40.10916667,18.13833333,CELLINA,NEGATIVO,NEVIANO
"17,102","6,475",MRC-TNL,03/05/2014 00:00:00,OLIVO,40.10361111,18.13666667,CELLINA,NEGATIVO,NEVIANO
"17,104","6,477",MRC-TNL,03/05/2014 00:00:00,OLIVO,40.10361111,18.17888889,OGLIAROLA,NEGATIVO,CUTROFIANO
"17,105","6,478",MRC-TNL,03/05/2014 00:00:00,MALVA,40.10388889,18.17916667,****,NEGATIVO,CUTROFIANO
"17,106","6,479",MRC-TNL,03/05/2014 00:00:00,OLEANDRO,40.10666667,18.18388889,****,NEGATIVO,CUTROFIANO
"17,107","6,480",MRC-TNL,03/05/2014 00:00:00,OLIVO,40.10777778,18.18611111,OGLIAROLA,NEGATIVO,CUTROFIANO
"17,108","6,481",MRC-TNL,03/05/2014 00:00:00,MALVA,40.10722222,18.19000000,****,NEGATIVO,CUTROFIANO
"17,109","21,500",PRO/PAS,03/05/2014 00:00:00,OLIVO,41.30807500,16.28971860,****,NEGATIVO,BARLETTA
"17,110","21,501",PRO/PAS,03/05/2014 00:00:00,OLIVO,41.30516430,16.25174710,****,NEGATIVO,BARLETTA
"17,111","21,502",PRO/PAS,03/05/2014 00:00:00,OLIVO,41.31544490,16.25548740,****,NEGATIVO,BARLETTA
"17,112","21,503",PRO/PAS,03/05/2014 00:00:00,OLIVO,41.30169300,16.31142620,****,NEGATIVO,BARLETTA
"17,113","21,504",PRO/PAS,03/05/2014 00:00:00,OLIVO,41.30428310,16.30043100,****,NEGATIVO,BARLETTA
"17,115","20,777",CAT/TUC,02/18/2014 00:00:00,OLIVO,41.19261170,16.50873570,****,NEGATIVO,BISCEGLIE
"17,116","20,778",CAT/TUC,02/18/2014 00:00:00,OLIVO,41.17882540,16.50371740,****,NEGATIVO,BISCEGLIE
"17,117","20,779",CAT/TUC,02/18/2014 00:00:00,OLIVO,41.21964620,16.52633090,****,NEGATIVO,BISCEGLIE
"17,118","20,780",CAT/TUC,02/18/2014 00:00:00,OLIVO,41.23046880,16.51000790,****,NEGATIVO,BISCEGLIE
"17,119","20,781",CAT/TUC,02/18/2014 00:00:00,OLIVO,41.22491840,16.51090620,****,NEGATIVO,BISCEGLIE
"17,120","20,782",CAT/TUC,02/18/2014 00:00:00,OLIVO,41.21068190,16.52128410,****,NEGATIVO,BISCEGLIE
"17,121","20,783",CAT/TUC,02/18/2014 00:00:00,OLIVO,41.20009087,16.51264380,****,NEGATIVO,BISCEGLIE
"17,122","20,784",CAT/TUC,02/18/2014 00:00:00,OLIVO,41.22796250,16.52358820,****,NEGATIVO,BISCEGLIE
"17,123","20,785",CAT/TUC,02/18/2014 00:00:00,OLIVO,41.20172880,16.50669480,****,NEGATIVO,BISCEGLIE
"17,125","20,787",CAT/TUC,02/18/2014 00:00:00,OLIVO,41.22467040,16.52027510,****,NEGATIVO,BISCEGLIE
"17,126","20,788",CAT/TUC,02/18/2014 00:00:00,OLIVO,41.20537570,16.53159900,****,NEGATIVO,BISCEGLIE
"17,127","20,789",CAT/TUC,02/18/2014 00:00:00,OLIVO,41.22592160,16.53972430,****,NEGATIVO,BISCEGLIE
"17,128","20,790",CAT/TUC,02/18/2014 00:00:00,OLIVO,41.19565580,16.53736110,****,NEGATIVO,MOLFETTA
"17,129","20,791",CAT/TUC,02/18/2014 00:00:00,OLIVO,41.17546630,16.52893070,****,NEGATIVO,MOLFETTA
"17,130","20,792",CAT/TUC,02/18/2014 00:00:00,OLIVO,41.16429520,16.51145940,****,NEGATIVO,BISCEGLIE
"17,131","20,793",CAT/TUC,02/18/2014 00:00:00,OLIVO,41.22869870,16.51428990,****,NEGATIVO,BISCEGLIE
"17,100","6,473",MRC-TNL,03/05/2014 00:00:00,OLIVO,40.10611111,18.14277778,CELLINA,NEGATIVO,NEVIANO
"17,132","20,794",CAT/TUC,02/18/2014 00:00:00,OLIVO,41.21527100,16.52925680,****,NEGATIVO,BISCEGLIE
"16,907","22,359",CAR/SCAR/IAC/RUB/LOR,04/14/2014 00:00:00,OLIVO,40.25611111,18.05111111,****,NEGATIVO,COPERTINO
"16,908","22,360",CAR/SCAR/IAC/RUB/LOR,04/14/2014 00:00:00,OLIVO,40.25166667,18.04888889,****,NEGATIVO,COPERTINO
"16,909","22,361",CAR/SCAR/IAC/RUB/LOR,04/14/2014 00:00:00,OLIVO,40.25183333,18.04736111,****,NEGATIVO,COPERTINO
"16,910","22,362",CAR/SCAR/IAC/RUB/LOR,04/14/2014 00:00:00,OLIVO,40.25602778,18.04658333,****,NEGATIVO,COPERTINO
"16,912","22,364",CAR/SCAR/IAC/RUB/LOR,04/14/2014 00:00:00,OLIVO,40.25505556,18.05230556,****,NEGATIVO,COPERTINO
"16,913","5,989",ARGVER,03/10/2014 00:00:00,OLIVO,40.42615000,18.17201667,****,NEGATIVO,LECCE
"16,914","5,990",ARGVER,03/10/2014 00:00:00,OLIVO,40.42611667,18.17185000,****,NEGATIVO,LECCE
"16,915","5,992",ARGVER,03/10/2014 00:00:00,OLIVO,40.42435000,18.17081667,****,NEGATIVO,LECCE
"16,916","5,993",ARGVER,03/10/2014 00:00:00,OLIVO,40.42445000,18.17053333,****,NEGATIVO,LECCE
"16,917","5,994",ARGVER,03/10/2014 00:00:00,OLIVO,40.42471667,18.17025000,****,NEGATIVO,LECCE
"16,918","5,995",ARGVER,03/10/2014 00:00:00,OLIVO,40.42481667,18.17001667,****,NEGATIVO,LECCE
"16,919","5,996",ARGVER,03/10/2014 00:00:00,OLIVO,40.42500000,18.16985000,****,NEGATIVO,LECCE
"16,920","5,997",ARGVER,03/10/2014 00:00:00,OLIVO,40.42500000,18.16973333,****,NEGATIVO,LECCE
"16,921","5,998",ARGVER,03/10/2014 00:00:00,OLIVO,40.42486667,18.16945000,****,NEGATIVO,LECCE
"16,922","5,999",ARGVER,03/10/2014 00:00:00,OLIVO,40.42471667,18.16943333,****,NEGATIVO,LECCE
"16,923","6,000",ARGVER,03/10/2014 00:00:00,OLIVO,40.42453333,18.16961667,****,NEGATIVO,LECCE
"16,924","6,001",ARGVER,03/10/2014 00:00:00,OLIVO,40.42440000,18.16973333,****,NEGATIVO,LECCE
"16,925","6,002",ARGVER,03/10/2014 00:00:00,OLIVO,40.42428333,18.16970000,****,NEGATIVO,LECCE
"16,926","6,003",ARGVER,03/10/2014 00:00:00,OLIVO,40.42420000,18.16983333,****,NEGATIVO,LECCE
"16,928","6,005",ARGVER,03/10/2014 00:00:00,OLIVO,40.42438333,18.17043333,****,POSITIVO,LECCE
"16,929","6,006",ARGVER,03/10/2014 00:00:00,OLIVO,40.42411667,18.16976667,****,NEGATIVO,LECCE
"16,930","6,007",ARGVER,03/10/2014 00:00:00,OLIVO,40.42413333,18.16971667,****,POSITIVO,LECCE
"16,931","6,008",ARGVER,03/10/2014 00:00:00,OLIVO,40.42405000,18.16953333,****,POSITIVO,LECCE
"16,932","6,009",ARGVER,03/10/2014 00:00:00,OLIVO,40.42418333,18.16933333,****,NEGATIVO,LECCE
"16,933","6,010",ARGVER,03/10/2014 00:00:00,OLIVO,40.42431667,18.16920000,****,NEGATIVO,LECCE
"16,934","6,011",ARGVER,03/10/2014 00:00:00,OLIVO,40.42431667,18.16900000,****,NEGATIVO,LECCE
"16,935","6,012",ARGVER,03/10/2014 00:00:00,OLIVO,40.42440000,18.16873333,****,NEGATIVO,LECCE
"16,936","6,013",ARGVER,03/10/2014 00:00:00,OLIVO,40.42446667,18.16893333,****,NEGATIVO,LECCE
"16,937","6,014",ARGVER,03/10/2014 00:00:00,OLIVO,40.42423333,18.16855000,****,NEGATIVO,LECCE
"16,906","22,358",CAR/SCAR/IAC/RUB/LOR,04/14/2014 00:00:00,OLIVO,40.25555556,18.05111111,****,NEGATIVO,COPERTINO
"16,938","6,015",ARGVER,03/10/2014 00:00:00,OLIVO,40.42413333,18.16826667,****,NEGATIVO,LECCE
"16,940","6,017",ARGVER,03/10/2014 00:00:00,OLIVO,40.42401667,18.16800000,****,NEGATIVO,LECCE
"16,941","6,018",ARGVER,03/10/2014 00:00:00,OLIVO,40.42378333,18.16796667,****,NEGATIVO,LECCE
"16,942","6,019",ARGVER,03/10/2014 00:00:00,OLIVO,40.42368333,18.16806667,****,NEGATIVO,LECCE
"16,943","6,020",ARGVER,03/10/2014 00:00:00,OLIVO,40.42358333,18.16848333,****,NEGATIVO,LECCE
"16,944","6,021",ARGVER,03/10/2014 00:00:00,OLIVO,40.42351667,18.16856667,****,NEGATIVO,LECCE
"16,945","6,022",ARGVER,03/10/2014 00:00:00,OLIVO,40.42373333,18.16866667,****,NEGATIVO,LECCE
"16,946","6,023",ARGVER,03/10/2014 00:00:00,OLIVO,40.42390000,18.16856667,****,NEGATIVO,LECCE
"16,948","6,415",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.45452778,17.59983333,****,NEGATIVO,MANDURIA
"16,949","6,416",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.45500000,17.59647222,CELLINA,NEGATIVO,MANDURIA
"16,950","6,417",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.45538889,17.59305556,CELLINA,NEGATIVO,MANDURIA
"16,951","6,418",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.49286111,17.58944444,CELLINA,NEGATIVO,FRANCAVILLA FONTANA
"16,952","6,419",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.49388889,17.59275000,****,NEGATIVO,FRANCAVILLA FONTANA
"16,953","6,420",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.49441667,17.59875000,****,NEGATIVO,FRANCAVILLA FONTANA
"16,954","6,421",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.49580556,17.60533333,****,NEGATIVO,FRANCAVILLA FONTANA
"16,956","6,423",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.48119444,17.58700000,****,NEGATIVO,ORIA
"16,957","6,424",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.48394444,17.60291667,****,NEGATIVO,ORIA
"16,958","6,425",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.48897222,17.61872222,CELLINA,NEGATIVO,ORIA
"16,959","6,426",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.48744444,17.61311111,****,NEGATIVO,ORIA
"16,960","6,427",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.48550000,17.60741667,****,NEGATIVO,ORIA
"16,961","6,428",Scar-Lor,03/05/2014 00:00:00,OLEANDRO,40.42038889,17.59736111,****,NEGATIVO,MANDURIA
"16,962","6,429",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.42094444,17.60047222,CELLINA,NEGATIVO,MANDURIA
"16,963","6,430",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.42097222,17.60450000,****,NEGATIVO,MANDURIA
"16,964","6,431",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.41875000,17.60797222,CELLINA,NEGATIVO,MANDURIA
"16,965","6,432",Scar-Lor,03/05/2014 00:00:00,OLEANDRO,40.41813889,17.60905556,****,NEGATIVO,MANDURIA
"16,966","6,433",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.42055556,17.61988889,****,NEGATIVO,MANDURIA
"16,967","6,434",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.41680556,17.61658333,****,NEGATIVO,MANDURIA
"16,969","6,436",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.41419444,17.61402778,****,NEGATIVO,MANDURIA
"16,970","6,437",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.41188889,17.61330556,****,NEGATIVO,MANDURIA
"16,971","6,438",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.41227778,17.59916667,****,NEGATIVO,MANDURIA
"16,939","6,016",ARGVER,03/10/2014 00:00:00,MALVA,40.42410000,18.16823333,****,NEGATIVO,LECCE
"16,973","6,440",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.40277778,17.59341667,****,NEGATIVO,MANDURIA
"16,974","6,442",Scar-Lor,03/05/2014 00:00:00,OLEANDRO,40.44336111,17.60641667,****,NEGATIVO,MANDURIA
"16,975","6,443",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.43955556,17.60566667,CELLINA,NEGATIVO,MANDURIA
"16,976","6,444",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.43686111,17.60158333,****,NEGATIVO,MANDURIA
"16,977","6,445",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.43966667,17.60172222,CELLINA,NEGATIVO,MANDURIA
"16,978","6,446",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.43963889,17.59744444,CELLINA,NEGATIVO,MANDURIA
"16,980","20,549",TUC/STA/PAS,02/13/2014 00:00:00,MALVA,41.14103320,16.57185940,****,NEGATIVO,TERLIZZI
"16,981","20,551",TUC/STA/PAS,02/13/2014 00:00:00,MALVA,41.15882110,16.54553990,****,NEGATIVO,TERLIZZI
"16,982","20,552",TUC/STA/PAS,02/13/2014 00:00:00,MALVA,41.20121000,16.58382610,****,NEGATIVO,MOLFETTA
"16,983","20,553",TUC/STA/PAS,02/13/2014 00:00:00,MALVA,41.17066190,16.57402990,****,NEGATIVO,MOLFETTA
"16,984","20,554",TUC/STA/PAS,02/13/2014 00:00:00,OLEANDRO,41.16353610,16.57842250,****,NEGATIVO,MOLFETTA
"16,985","20,555",FIORE/CARDONE,02/14/2014 00:00:00,SORGHETTO,40.95291000,16.78725000,****,NEGATIVO,SANNICANDRO DI BARI
"16,986","20,556",FIORE/CARDONE,02/14/2014 00:00:00,SORGHETTO,40.94898000,16.76457000,****,NEGATIVO,SANNICANDRO DI BARI
"16,987","20,557",FIORE/CARDONE,02/14/2014 00:00:00,06,40.96080000,16.76480000,****,NEGATIVO,SANNICANDRO DI BARI
"16,989","20,559",FIORE/CARDONE,02/14/2014 00:00:00,OLIVO,40.94699000,16.78086000,****,NEGATIVO,SANNICANDRO DI BARI
"16,990","20,560",FIORE/CARDONE,02/14/2014 00:00:00,OLIVO,40.94612000,16.77250000,****,NEGATIVO,ACQUAVIVA DELLE FONTI
"16,991","20,561",FIORE/CARDONE,02/14/2014 00:00:00,OLIVO,40.95728000,16.77875000,****,NEGATIVO,SANNICANDRO DI BARI
"16,992","20,562",FIORE/CARDONE,02/14/2014 00:00:00,OLIVO,40.94898000,16.76457000,****,NEGATIVO,SANNICANDRO DI BARI
"16,993","20,563",FIORE/CARDONE,02/14/2014 00:00:00,OLIVO,41.01507000,16.80578000,****,NEGATIVO,SANNICANDRO DI BARI
"16,995","20,565",FIORE/CARDONE,02/14/2014 00:00:00,OLIVO,40.96426000,16.78717000,****,NEGATIVO,SANNICANDRO DI BARI
"16,996","20,566",FIORE/CARDONE,02/14/2014 00:00:00,OLIVO,40.94300000,16.77683000,****,NEGATIVO,ACQUAVIVA DELLE FONTI
"16,997","20,567",FIORE/CARDONE,02/14/2014 00:00:00,OLIVO,40.94156000,16.78425000,****,NEGATIVO,ACQUAVIVA DELLE FONTI
"16,998","20,568",FIORE/CARDONE,02/14/2014 00:00:00,OLIVO,40.95291000,16.78725000,****,NEGATIVO,SANNICANDRO DI BARI
"16,999","20,569",PAS/STA/TUC,02/14/2014 00:00:00,MALVA,41.10357280,16.52883530,****,NEGATIVO,TERLIZZI
"17,000","20,570",PAS/STA/TUC,02/14/2014 00:00:00,MALVA,41.12252810,16.53777690,****,NEGATIVO,TERLIZZI
"17,001","20,571",PAS/STA/TUC,02/14/2014 00:00:00,OLEANDRO,41.11827470,16.50095750,****,NEGATIVO,RUVO DI PUGLIA
"17,003","20,573",PAS/STA/TUC,02/14/2014 00:00:00,OLIVO,41.11545940,16.50954060,****,NEGATIVO,TERLIZZI
"16,972","6,439",Scar-Lor,03/05/2014 00:00:00,OLIVO,40.40769444,17.60338889,****,NEGATIVO,MANDURIA
"17,005","20,575",PAS/STA/TUC,02/14/2014 00:00:00,OLIVO,41.10950090,16.46462630,****,NEGATIVO,RUVO DI PUGLIA
"17,006","20,576",PAS/STA/TUC,02/14/2014 00:00:00,OLIVO,41.10044100,16.49788670,****,NEGATIVO,RUVO DI PUGLIA
"17,007","20,577",PAS/STA/TUC,02/14/2014 00:00:00,OLIVO,41.10373690,16.47648050,****,NEGATIVO,RUVO DI PUGLIA
"17,008","20,578",PAS/STA/TUC,02/14/2014 00:00:00,OLIVO,41.11047740,16.53619960,****,NEGATIVO,TERLIZZI
"17,009","20,579",PAS/STA/TUC,02/14/2014 00:00:00,OLIVO,41.12071610,16.52000430,****,NEGATIVO,TERLIZZI
"17,010","20,580",PAS/STA/TUC,02/14/2014 00:00:00,OLIVO,41.10174560,16.51925660,****,NEGATIVO,TERLIZZI
"17,011","20,581",PAS/STA/TUC,02/14/2014 00:00:00,OLIVO,41.10814290,16.51798250,****,NEGATIVO,TERLIZZI
"17,012","22,365",CAR/SCAR/IAC/RUB/LOR,04/14/2014 00:00:00,OLIVO,40.25250000,18.04972222,****,NEGATIVO,COPERTINO
"17,014","22,367",CAR/SCAR/IAC/RUB/LOR,04/14/2014 00:00:00,OLIVO,40.25602778,18.04658333,****,NEGATIVO,COPERTINO
"17,015","22,368",CAR/SCAR/IAC/RUB/LOR,04/14/2014 00:00:00,OLEANDRO,40.25647222,18.04502778,****,NEGATIVO,COPERTINO
"17,016","22,369",CAR/SCAR/IAC/RUB/LOR,04/14/2014 00:00:00,OLIVO,40.25502778,18.04511111,****,NEGATIVO,COPERTINO
"17,017","22,370",CAR/SCAR/IAC/RUB/LOR,04/14/2014 00:00:00,OLIVO,40.25491667,18.04286111,****,NEGATIVO,COPERTINO
"17,018","22,371",CAR/SCAR/IAC/RUB/LOR,04/14/2014 00:00:00,OLIVO,40.25497222,18.04569444,****,NEGATIVO,COPERTINO
"17,019","22,372",CAR/SCAR/IAC/RUB/LOR,04/14/2014 00:00:00,OLIVO,40.25083333,18.04416667,****,NEGATIVO,COPERTINO
"17,020","22,373",CAR/SCAR/IAC/RUB,04/12/2014 00:00:00,OLIVO,40.35602778,17.91777778,****,NEGATIVO,SALICE SALENTINO
"17,021","22,374",CAR/SCAR/IAC/RUB,04/12/2014 00:00:00,OLIVO,40.35513889,17.91752778,****,NEGATIVO,SALICE SALENTINO
"17,022","22,375",CAR/SCAR/IAC/RUB,04/12/2014 00:00:00,OLIVO,40.36383333,17.91977778,****,NEGATIVO,SALICE SALENTINO
"17,024","22,377",CAR/SCAR/IAC/RUB,04/12/2014 00:00:00,OLIVO,40.35269444,17.92500000,****,NEGATIVO,SALICE SALENTINO
"17,025","22,378",CAR/SCAR/IAC/RUB,04/12/2014 00:00:00,OLIVO,40.35325000,17.92544444,****,NEGATIVO,SALICE SALENTINO
"17,026","22,379",CAR/SCAR/IAC/RUB,04/12/2014 00:00:00,OLIVO,40.35216667,17.91802778,****,NEGATIVO,SALICE SALENTINO
"17,027","22,380",CAR/SCAR/IAC/RUB,04/12/2014 00:00:00,OLIVO,40.35536111,17.91888889,****,NEGATIVO,SALICE SALENTINO
"17,028","22,381",CAR/SCAR/IAC/RUB,04/12/2014 00:00:00,OLIVO,40.35311111,17.91719444,****,NEGATIVO,SALICE SALENTINO
"17,029","22,382",CAR/SCAR/IAC/RUB,04/12/2014 00:00:00,OLIVO,40.35230556,17.92813889,****,NEGATIVO,SALICE SALENTINO
"17,031","22,384",CAR/SCAR/IAC/RUB,04/12/2014 00:00:00,OLIVO,40.35625000,17.92636111,****,NEGATIVO,SALICE SALENTINO
"17,032","22,385",CAR/SCAR/IAC/RUB,04/12/2014 00:00:00,OLIVO,40.35272222,17.92461111,****,NEGATIVO,SALICE SALENTINO
"17,033","22,386",CAR/SCAR/IAC/RUB,04/12/2014 00:00:00,OLIVO,40.35422222,17.92650000,****,NEGATIVO,SALICE SALENTINO
"17,034","22,387",CAR/SCAR/IAC/RUB,04/12/2014 00:00:00,OLIVO,40.35247222,17.58461111,****,NEGATIVO,MANDURIA
"17,004","20,574",PAS/STA/TUC,02/14/2014 00:00:00,OLIVO,41.10763550,16.50844380,****,NEGATIVO,TERLIZZI
"19,278","3,893",CAGNARG,02/14/2014 00:00:00,OLEANDRO,40.43275000,17.92794444,****,NEGATIVO,SAN DONACI
"19,279","3,894",CAGNARG,02/14/2014 00:00:00,OLIVO,40.43275000,17.92794444,****,NEGATIVO,SAN DONACI
