OBJECTID,NUMERO_ORDINE,TECNICO,DATA_PRELIVEO,SPECIE,LATITUDINE,LONGITUDINE,CULTIVAR,RISULTATO,COMUNE
"12,681",428,FDL PRS ,11/21/2013 00:00:00,SORGHETTO,40.42694444,17.46583333,****,NEGATIVO,FRAGAGNANO
"12,682",429,FDL PRS ,11/21/2013 00:00:00,OLIVO,40.42694444,17.46583333,****,NEGATIVO,FRAGAGNANO
"12,683",430,DIA PIS ,11/21/2013 00:00:00,OLIVO,40.55388889,17.44416667,****,NEGATIVO,GROTTAGLIE
"12,684",431,DIA PIS ,11/21/2013 00:00:00,OLIVO,40.57000000,17.46972222,****,NEGATIVO,VILLA CASTELLI
"12,685",432,DIA PIS ,11/21/2013 00:00:00,OLIVO,40.58750000,17.47888889,****,NEGATIVO,VILLA CASTELLI
"12,686",433,DIA PIS ,11/21/2013 00:00:00,OLIVO,40.61305556,17.50333333,****,NEGATIVO,CEGLIE MESSAPICA
"12,687",434,DIA PIS ,11/21/2013 00:00:00,OLIVO,40.65222222,17.52472222,****,NEGATIVO,CEGLIE MESSAPICA
"12,689",436,DIA PIS ,11/21/2013 00:00:00,MALVA,40.65222222,17.52472222,****,NEGATIVO,CEGLIE MESSAPICA
"12,690",437,DIA PIS ,11/21/2013 00:00:00,OLIVO,40.67944444,17.54500000,****,NEGATIVO,OSTUNI
"12,691",438,DIA PIS ,11/21/2013 00:00:00,SORGHETTO,40.67944444,17.54500000,****,NEGATIVO,OSTUNI
"12,692",439,DIA PIS ,11/21/2013 00:00:00,OLIVO,40.70777778,17.56666667,****,NEGATIVO,OSTUNI
"12,693",440,DIA PIS ,11/21/2013 00:00:00,QUERCUS,40.70777778,17.56666667,****,NEGATIVO,OSTUNI
"12,694",441,DIA PIS ,11/21/2013 00:00:00,OLIVO,40.72722222,17.55722222,****,NEGATIVO,OSTUNI
"12,695",442,DIA PIS ,11/21/2013 00:00:00,MALVA,40.72722222,17.55722222,****,NEGATIVO,OSTUNI
"12,698",445,DIA PIS ,11/21/2013 00:00:00,MALVA,40.72500000,17.52833333,****,NEGATIVO,OSTUNI
"12,699",446,DIA PIS ,11/21/2013 00:00:00,OLEANDRO,40.72694444,17.51111111,****,NEGATIVO,OSTUNI
"12,700",447,DIA PIS ,11/21/2013 00:00:00,MANDORLO,40.72694444,17.51111111,****,NEGATIVO,OSTUNI
"12,702",449,DIA PIS ,11/21/2013 00:00:00,MALVA,40.72833333,17.49333333,****,NEGATIVO,OSTUNI
"12,703",450,DIA PIS ,11/21/2013 00:00:00,OLEANDRO,40.73638889,17.47916667,****,NEGATIVO,CISTERNINO
